book_id,rating
4283,2
4727,4
8149,2
7153,1
2403,4
9266,1
6720,4
925,3
827,5
8007,2
1294,2
3202,3
223,4
1019,4
7285,3
5038,2
494,1
5315,3
7275,3
511,5
3328,2
8834,5
3008,4
7037,5
4800,3
6,3
1395,5
6586,3
4602,5
3409,1
4302,4
8840,3
992,2
1477,4
1819,4
3153,1
3981,3
1223,3
5254,3
6940,5
3929,1
8438,3
8654,2
7964,1
8885,5
2065,4
4859,5
7319,2
4778,3
1011,4
3737,2
8023,3
1870,3
8960,4
2935,2
1746,2
3723,3
5509,5
7489,1
6552,5
9149,2
5591,5
2122,3
6505,2
3682,5
7839,4
6911,5
2609,2
2949,1
7510,1
7922,1
7040,3
2972,2
3836,2
9114,1
912,1
1703,5
5952,2
1256,4
6455,4
7424,3
295,5
5851,2
1177,2
129,2
7026,4
7080,1
1056,3
4434,5
1601,5
5500,1
3327,4
6915,5
7422,1
3260,5
3981,1
9124,1
9229,5
480,1
2004,3
6250,3
3043,4
6647,3
2061,5
489,1
2993,3
1814,4
1800,2
1786,5
2540,4
8270,4
6997,2
159,5
7708,2
5674,4
5813,1
312,1
7465,4
8334,2
5647,1
3639,5
4831,2
7010,4
1701,4
8454,2
6730,1
3726,3
8459,5
1401,4
4324,4
1719,2
3334,3
7761,3
6559,3
6694,4
1665,3
7659,4
8416,4
7626,4
9054,5
5333,5
1590,4
740,1
9225,2
1281,3
6743,1
8091,1
810,3
3941,5
6945,5
2134,4
6401,2
4323,2
5740,3
5693,3
2674,3
6488,5
4186,4
9326,1
4029,2
1422,4
2901,5
6038,4
9115,2
1215,3
6120,2
490,4
9220,2
6089,5
4720,1
7379,4
8773,2
6175,5
8509,3
7752,2
2915,2
7023,4
8356,2
4540,2
2757,1
2314,2
2790,2
5036,1
8735,5
982,1
5827,3
3442,5
2882,4
1755,3
1638,5
53,2
6901,1
5765,5
7707,3
3311,5
5035,4
5952,1
7171,3
1303,3
381,3
644,2
9348,5
5952,1
6494,4
5567,5
9094,2
4246,3
6960,1
5561,2
7991,4
2464,2
5711,3
5546,5
138,1
2583,4
7376,5
9063,5
2207,4
1816,4
386,4
7901,1
3653,2
5970,4
4797,3
5849,1
9400,2
5866,4
5999,2
8027,3
97,5
8078,2
2042,4
6318,4
5495,4
8734,1
8132,5
5749,2
1055,1
4814,5
8740,2
6041,3
8710,5
700,5
356,1
1480,3
690,2
2785,3
902,5
2426,2
6787,1
3905,5
4169,3
6522,3
5579,2
6586,2
2897,5
6075,3
7682,3
4342,1
7871,5
5929,3
7517,2
1772,4
1983,2
1090,2
7234,2
7491,3
2480,2
8170,4
4787,4
3274,3
569,2
7968,4
4148,3
6084,1
5383,1
3029,3
1987,4
5467,4
2760,1
993,3
6694,1
3386,4
752,1
3991,2
6578,2
4377,2
2082,2
2081,5
6206,2
3595,4
5273,5
495,2
2551,1
5150,2
4345,5
5181,3
7128,4
668,5
9414,1
5580,1
9068,4
5596,3
7792,2
4156,2
8520,5
8683,4
2095,4
7832,2
3532,1
4428,3
3929,4
3091,3
1121,1
133,2
2381,2
5946,1
651,2
1350,4
248,1
7949,5
5300,4
6799,1
5659,1
4931,4
8705,4
1301,5
4951,3
5451,2
8743,3
7746,3
5032,1
2761,4
368,1
1065,1
8292,2
841,5
6681,5
1851,5
2660,3
3958,2
8067,1
3359,3
8253,3
6256,4
1788,2
3048,1
3790,1
2297,5
5820,5
4169,3
6258,1
4451,2
4904,4
5831,3
5168,1
3801,3
6904,5
2554,3
1092,5
6086,5
7396,1
3731,3
4632,1
8795,1
5791,2
8435,2
518,5
3856,2
4420,3
2133,3
8774,3
3459,1
194,2
4000,4
1251,4
5302,3
3809,4
7482,1
7913,4
4647,1
8121,2
6178,1
839,2
7920,3
3067,5
1625,2
5025,4
3398,1
3217,1
470,4
6397,2
3394,3
6763,3
3165,3
7069,3
491,3
4869,2
5662,5
447,5
8564,2
862,5
2133,3
8774,3
3459,1
2756,2
6887,4
3699,4
639,3
2356,3
516,2
5256,1
7394,5
1322,2
2377,2
332,2
2368,2
7071,4
4368,1
7605,1
3825,2
2206,4
6067,4
5648,4
8616,4
3093,3
6565,2
6764,2
915,4
1578,5
4715,2
2854,3
3804,1
633,3
1780,2
3775,5
52,5
1453,5
4923,4
4149,4
2924,4
6374,1
8247,4
7495,2
6269,5
616,4
4286,2
7669,2
4100,3
234,2
5325,3
8997,1
1365,1
4432,4
7819,2
4124,3
7747,3
8725,3
7301,3
7739,3
5383,5
69,3
6166,4
253,4
706,3
3591,4
6177,2
8549,2
7654,5
3858,1
7310,5
3018,4
6022,1
5845,3
6644,4
3895,4
838,1
7579,3
3209,1
1680,2
2404,5
8752,3
4073,5
4342,4
1350,4
4150,3
3590,3
3428,2
7551,5
6049,1
5188,4
4815,2
3506,1
4767,3
8808,2
1981,2
3246,3
6003,1
716,2
1939,4
709,1
4312,3
6785,1
5267,5
1205,5
8583,1
7050,1
4051,3
2012,4
2841,2
4668,5
3589,2
141,5
2545,3
1082,4
7183,2
1249,3
7651,3
5462,4
4022,2
374,5
8991,2
5611,1
3701,2
6906,2
3690,4
2357,5
1803,1
7328,1
4043,4
2200,5
3525,3
1192,5
4225,2
7269,3
5168,2
6310,2
1425,5
3030,2
3206,5
6086,5
3789,3
273,5
7675,2
5681,3
1954,2
8950,3
4821,1
8737,3
8844,2
1141,1
2176,1
2986,4
4984,4
3318,3
1882,1
912,5
4307,4
5806,1
7902,3
3448,2
8265,5
7607,2
3084,3
7157,2
6020,5
8549,4
7861,2
8713,4
2825,5
806,5
8602,4
196,1
441,1
1209,3
4372,3
4463,5
2946,3
6838,1
6243,1
3727,3
2381,4
2644,1
3933,1
6523,4
8342,2
8692,5
8183,5
3588,3
1029,1
3508,4
5961,4
333,1
7945,3
7788,5
2967,2
3894,3
2080,5
7665,5
6519,3
3021,5
2022,1
4306,1
5177,1
3951,2
1907,5
6979,4
8791,2
5759,4
2184,5
4033,5
7645,3
2868,3
831,2
7600,5
5301,3
1247,2
6759,5
5741,5
5335,3
4527,3
4482,4
7941,2
4477,4
4779,5
7133,2
4784,1
7349,2
2458,5
3979,4
7034,5
8964,2
165,5
3401,1
6935,2
7214,1
4305,1
4491,3
1053,3
4874,2
5511,3
75,1
8868,5
3992,3
2277,2
4539,4
1250,3
6824,5
8474,5
919,3
7180,1
6258,3
5226,5
4718,2
1359,5
6868,3
2221,2
1119,4
5786,1
2179,4
4100,3
4533,4
7625,4
3501,4
8850,1
4224,1
1368,1
2584,5
3606,3
1302,2
2092,3
7927,2
3137,1
2001,1
3397,5
8732,4
6939,2
854,4
7739,3
2839,5
1708,5
526,2
698,1
2444,5
4932,2
2586,5
7610,3
8411,2
1698,1
2951,5
3639,5
6889,2
7267,2
3438,2
7161,1
1382,5
3656,3
53,4
1605,5
2557,2
672,5
4875,4
3831,1
3028,4
6425,4
4292,3
3531,5
1771,1
4046,3
6577,3
6284,5
2113,4
5591,3
8464,3
1666,5
438,2
5528,4
2133,1
4659,2
8509,4
8028,5
7274,3
4332,1
546,5
8917,2
578,4
732,3
3693,3
8517,2
2520,4
3633,5
1222,1
3918,3
6813,2
457,1
5216,4
1482,1
237,2
5714,5
788,3
3898,1
802,1
4885,2
6408,5
4111,5
6578,4
5166,5
4686,5
1104,1
876,2
3439,4
762,3
5460,1
1449,3
3165,3
4028,1
5931,5
6361,3
1472,2
1730,3
6253,2
4002,2
700,1
2195,2
7131,4
7505,3
7018,4
4787,2
1566,2
4678,5
5242,1
5608,5
8506,4
1327,1
8056,1
5353,3
6996,3
6441,4
5966,3
1575,1
8198,3
3048,5
2485,5
1055,2
5769,1
110,2
2299,4
1336,2
6855,2
1872,4
1877,1
4496,1
3610,3
2811,1
1451,4
7679,1
7121,5
5164,1
2685,3
5196,1
4426,5
7156,4
2835,4
8135,4
2076,1
7112,3
8071,5
8539,4
2622,4
5890,1
2652,5
7264,3
8829,3
6974,3
6344,4
2375,2
2411,2
1994,2
2216,2
5320,3
6985,2
8032,2
3253,2
7897,1
5811,5
3279,3
6612,3
6959,1
7857,1
8202,5
2874,2
5293,3
4529,2
8316,2
6808,5
561,3
4903,4
609,2
2368,1
8040,2
7827,4
1506,5
4328,1
963,5
1280,2
1094,3
8871,2
73,5
6567,5
1985,2
5826,4
3294,1
7255,3
4426,1
7713,4
7078,1
847,5
7567,2
7670,4
3887,3
7062,2
4575,5
80,2
8235,5
3038,5
3856,4
7799,5
6893,1
3710,2
4886,3
7845,3
3714,5
6925,1
3885,2
6762,5
1341,5
36,3
3409,5
228,4
3131,3
7611,3
897,1
1793,3
1110,5
8075,5
5341,5
335,2
4800,3
3274,3
2327,1
1608,4
5876,2
4234,3
3297,5
8400,2
4905,2
1295,4
4029,2
6514,5
7975,2
3653,1
3527,3
6940,3
1635,1
2507,4
7467,5
2060,3
2375,2
7429,5
1085,2
6782,1
8617,5
3282,5
6013,4
188,3
3488,2
8650,4
5871,4
7444,4
8102,2
5085,2
856,4
8254,4
7926,2
3419,5
3800,2
8273,1
3000,2
6783,2
882,4
316,2
7893,2
3635,4
595,1
5326,5
224,1
3997,5
4981,4
1610,4
3069,5
4795,3
8907,1
4142,5
5527,3
2962,3
485,3
7850,4
42,1
4630,4
3792,4
1978,1
2820,3
8060,4
2813,1
475,2
5911,2
2679,3
6893,3
5975,1
2268,4
1917,4
3931,4
8052,4
3700,1
6479,2
6967,3
2697,4
6280,4
7580,4
2089,2
5762,1
3903,2
3337,5
6626,1
2456,3
6513,5
5234,4
7956,1
5272,3
847,1
808,4
8540,4
946,3
7223,5
6144,3
874,1
1897,4
8355,2
4287,1
6342,1
8461,4
6782,4
6962,4
8207,1
7830,5
3181,1
8003,3
2911,1
8832,2
5148,2
1411,3
3892,4
1492,2
7761,2
5988,3
96,5
7581,4
1533,2
1756,1
8759,2
1775,4
3475,4
2873,5
7125,4
176,2
2303,1
6273,2
4956,3
4837,3
7737,3
3823,1
8384,5
4300,5
4153,3
3797,2
5529,4
974,4
6950,2
2243,4
4570,2
4177,4
3503,3
4065,1
3934,2
7054,5
3996,5
6120,2
1572,1
3965,1
840,2
4356,3
2728,4
2159,5
1432,2
6811,5
5605,3
484,2
5357,2
7997,3
6841,2
5409,1
661,5
3739,2
8549,5
2959,5
1832,5
3317,1
6112,4
2410,4
1314,4
7955,2
7304,5
2123,1
359,4
3173,3
7693,1
4100,3
5917,3
1973,1
762,4
8852,3
6136,1
4828,1
5011,3
4886,5
3750,5
6032,2
5446,5
1030,2
812,5
681,5
6482,3
3027,3
4310,3
3630,4
3823,1
1218,1
8805,4
2838,1
5831,4
4756,4
7445,4
388,3
2529,5
4071,3
2619,3
634,3
5919,5
739,2
5438,2
5308,4
293,5
4551,4
5763,3
5556,1
4421,2
7289,4
5526,5
4159,4
6616,3
4616,3
1499,2
6100,4
4245,5
5670,5
2839,1
7710,5
2134,1
694,5
8627,3
6350,4
499,4
3642,3
3200,4
7156,1
7829,3
3922,3
2432,5
5478,3
3433,5
8180,4
7550,4
1195,4
8401,2
7328,4
1752,5
5315,2
6732,5
4139,3
2682,1
7532,5
8180,1
8757,4
4557,2
7241,5
3914,2
5840,3
7632,4
4792,2
6827,4
6669,1
8314,4
7622,1
4519,4
6877,4
8901,3
6091,3
8697,3
7880,1
874,2
6337,4
8252,3
3863,2
5361,4
7447,5
7110,5
1124,2
8112,1
7833,4
6459,4
5385,5
6828,1
3745,1
7616,3
5996,2
3787,3
7451,3
5769,2
931,3
3626,1
1518,3
4993,5
6627,5
2725,2
6494,1
8541,2
8663,2
4915,3
7118,3
1177,4
2839,3
3050,3
969,5
3511,3
4448,2
1535,5
6047,4
1414,2
2749,5
4533,3
5469,1
4372,5
6292,2
4942,5
970,2
1451,4
3987,5
4817,3
7454,3
8,5
2452,2
5721,5
2840,4
2440,2
5232,4
404,5
636,4
7433,2
7969,3
5527,3
6389,1
2387,3
74,1
1447,1
708,2
2565,3
8645,1
3488,1
3727,3
3069,5
6649,4
5309,1
3497,2
2264,1
5405,5
8810,3
8783,4
7871,4
1415,2
7795,5
5112,4
8945,3
100,5
5308,5
8299,4
5786,4
5396,4
2344,2
325,5
4223,5
8554,1
794,4
5992,2
3533,4
6075,3
792,3
4192,2
1965,3
917,2
1318,5
1363,5
2767,5
2377,4
5814,2
6987,2
948,1
5538,4
4609,4
3883,1
3751,4
6938,1
1759,2
1495,1
8235,5
1468,3
838,3
4070,2
8518,3
7037,2
6825,5
7947,4
6636,2
6328,3
5131,3
3325,4
7920,2
1383,1
2400,2
2474,4
290,5
7804,1
8648,5
5614,2
8923,5
7860,1
3877,2
2599,4
8735,5
8484,1
89,2
168,4
7174,5
6809,5
7357,3
6039,1
3323,3
8074,2
6960,2
8397,2
8918,2
1832,2
6411,4
4852,3
1450,5
2749,5
8179,2
455,2
6691,1
1241,3
715,1
5983,1
7660,1
5433,2
2622,1
3170,1
8268,5
3312,4
3986,1
2730,1
6343,3
2435,5
2492,1
5832,5
8098,5
587,4
7653,2
2101,2
2994,4
5125,1
2480,1
4266,1
7577,5
365,4
2548,2
2846,2
867,4
7783,3
2353,3
6384,4
8468,1
3103,3
6896,5
3879,4
6834,2
2382,5
2645,4
1128,3
149,5
5015,1
3845,4
8177,4
1824,3
1742,4
7088,2
3728,3
8105,5
515,4
189,1
7901,5
3644,5
8928,3
182,1
3068,1
6211,5
7816,2
8082,4
2034,3
5754,3
866,5
6359,4
776,1
3397,2
4202,1
8162,3
6029,1
1046,3
8766,5
4664,1
7749,4
1491,4
3583,1
5774,1
4662,3
8761,4
1057,1
5271,2
871,3
8081,3
2110,2
724,5
5869,4
272,4
812,1
2013,2
2708,2
2756,2
6887,4
3699,4
639,3
2356,3
516,2
5256,1
7394,5
1322,2
2377,2
332,2
2368,2
7071,4
4368,1
7605,1
3825,2
2206,4
6067,4
5648,4
8616,4
3093,3
6565,2
6764,2
915,4
1578,5
4715,2
2854,3
3804,1
633,3
1780,2
3775,5
52,5
1453,5
4923,4
4149,4
2924,4
6374,1
8247,4
7495,2
6269,5
616,4
4286,2
7669,2
4100,3
234,2
5325,3
8997,1
1365,1
4432,4
7819,2
4124,3
7747,3
8725,3
7301,3
7739,3
5383,5
69,3
6166,4
253,4
706,3
3591,4
6177,2
8549,2
7654,5
3858,1
7310,5
3018,4
6022,1
5845,3
6644,4
3895,4
838,1
7579,3
3209,1
1680,2
2404,5
8752,3
4073,5
4342,4
1350,4
4150,3
3590,3
3428,2
7551,5
6049,1
5188,4
4815,2
3506,1
4767,3
8808,2
1981,2
3246,3
6003,1
716,2
1939,4
709,1
4312,3
6785,1
5267,5
1205,5
8583,1
7050,1
4051,3
2012,4
2841,2
4668,5
3589,2
141,5
2545,3
1082,4
7183,2
1249,3
7651,3
5462,4
4022,2
374,5
8991,2
5611,1
3701,2
6906,2
3690,4
2357,5
1803,1
7328,1
4043,4
2200,5
3525,3
1192,5
4225,2
7269,3
5168,2
6310,2
1425,5
3030,2
3206,5
6086,5
3789,3
273,5
7675,2
5681,3
1954,2
8950,3
4821,1
8737,3
8844,2
1141,1
2176,1
2986,4
4984,4
3318,3
1882,1
912,5
4307,4
5806,1
7902,3
3448,2
8265,5
7607,2
3084,3
7157,2
6020,5
8549,4
7861,2
8713,4
2825,5
806,5
8602,4
196,1
441,1
1209,3
4372,3
4463,5
2946,3
6838,1
6243,1
3727,3
2381,4
2644,1
3933,1
6523,4
8342,2
8692,5
8183,5
3588,3
1029,1
3508,4
5961,4
333,1
7945,3
7788,5
2967,2
3894,3
2080,5
7665,5
6519,3
3021,5
2022,1
4306,1
5177,1
3951,2
1907,5
6979,4
8791,2
5759,4
2184,5
4033,5
7645,3
2868,3
831,2
7600,5
5301,3
1247,2
6759,5
5741,5
5335,3
4527,3
4482,4
7941,2
4477,4
4779,5
7133,2
4784,1
7349,2
2458,5
3979,4
7034,5
8964,2
165,5
3401,1
6935,2
7214,1
4305,1
4491,3
1053,3
4874,2
5511,3
75,1
8868,5
3992,3
2277,2
4539,4
1250,3
6824,5
8474,5
919,3
7180,1
6258,3
5226,5
4718,2
1359,5
6868,3
2221,2
1119,4
5786,1
2179,4
4100,3
4533,4
7625,4
3501,4
8850,1
4224,1
1368,1
2584,5
3606,3
1302,2
2092,3
7927,2
3137,1
2001,1
3397,5
8732,4
6939,2
854,4
7739,3
2839,5
1708,5
526,2
698,1
2444,5
4932,2
2586,5
7610,3
8411,2
1698,1
2951,5
3639,5
6889,2
7267,2
3438,2
7161,1
1382,5
3656,3
53,4
1605,5
2557,2
672,5
4875,4
3831,1
3028,4
6425,4
4292,3
3531,5
1771,1
4046,3
6577,3
6284,5
2113,4
5591,3
8464,3
1666,5
438,2
5528,4
2133,1
4659,2
8509,4
8028,5
7274,3
4332,1
546,5
8917,2
578,4
732,3
3693,3
8517,2
2520,4
3633,5
1222,1
3918,3
6813,2
457,1
5216,4
1482,1
237,2
5714,5
788,3
3898,1
802,1
4885,2
6408,5
4111,5
6578,4
5166,5
4686,5
1104,1
876,2
3439,4
762,3
5460,1
1449,3
3165,3
4028,1
5931,5
6361,3
1472,2
1730,3
6253,2
4002,2
700,1
2195,2
7131,4
7505,3
7018,4
4787,2
1566,2
4678,5
5242,1
5608,5
8506,4
1327,1
8056,1
5353,3
6996,3
6441,4
5966,3
1575,1
8198,3
3048,5
2485,5
1055,2
5769,1
110,2
2299,4
1336,2
6855,2
1872,4
1877,1
4496,1
3610,3
2811,1
1451,4
7679,1
7121,5
5164,1
2685,3
5196,1
4426,5
7156,4
2835,4
8135,4
2076,1
7112,3
8071,5
8539,4
2622,4
5890,1
2652,5
7264,3
8829,3
6974,3
6344,4
2375,2
2411,2
1994,2
2216,2
5320,3
6985,2
8032,2
3253,2
7897,1
5811,5
3279,3
6612,3
6959,1
7857,1
8202,5
2874,2
5293,3
4529,2
8316,2
6808,5
561,3
4903,4
609,2
2368,1
8040,2
7827,4
1506,5
4328,1
963,5
1280,2
1094,3
8871,2
73,5
6567,5
1985,2
5826,4
3294,1
7255,3
4426,1
7713,4
7078,1
847,5
7567,2
7670,4
3887,3
7062,2
4575,5
80,2
8235,5
3038,5
3856,4
7799,5
6893,1
3710,2
4886,3
7845,3
3714,5
6925,1
3885,2
6762,5
1341,5
36,3
3409,5
228,4
3131,3
7611,3
897,1
1793,3
1110,5
8075,5
5341,5
335,2
4800,3
3274,3
2327,1
1608,4
5876,2
4234,3
3297,5
8400,2
4905,2
1295,4
4029,2
6514,5
7975,2
3653,1
3527,3
6940,3
1635,1
2507,4
7467,5
2060,3
2375,2
7429,5
1085,2
6782,1
8617,5
3282,5
6013,4
188,3
3488,2
8650,4
5871,4
7444,4
8102,2
5085,2
856,4
8254,4
7926,2
3419,5
3800,2
8273,1
3000,2
6783,2
882,4
316,2
7893,2
3635,4
595,1
5326,5
224,1
3997,5
4981,4
1610,4
3069,5
4795,3
8907,1
4142,5
5527,3
2962,3
485,3
7850,4
42,1
4630,4
3792,4
1978,1
2820,3
8060,4
2813,1
475,2
5911,2
2679,3
6893,3
5975,1
2268,4
1917,4
3931,4
8052,4
3700,1
6479,2
6967,3
2697,4
6280,4
7580,4
2089,2
5762,1
3903,2
3337,5
6626,1
2456,3
6513,5
5234,4
7956,1
5272,3
847,1
808,4
8540,4
946,3
7223,5
6144,3
874,1
1897,4
8355,2
4287,1
6342,1
8461,4
6782,4
6962,4
8207,1
7830,5
3181,1
8003,3
2911,1
8832,2
5148,2
1411,3
3892,4
1492,2
7761,2
5988,3
96,5
7581,4
1533,2
1756,1
8759,2
1775,4
3475,4
2873,5
7125,4
176,2
2303,1
6273,2
4956,3
4837,3
7737,3
3823,1
8384,5
4300,5
4153,3
3797,2
5529,4
974,4
6950,2
2243,4
4570,2
4177,4
3503,3
4065,1
3934,2
7054,5
3996,5
6120,2
1572,1
3965,1
840,2
4356,3
2728,4
2159,5
1432,2
6811,5
5605,3
484,2
5357,2
7997,3
6841,2
5409,1
661,5
3739,2
8549,5
2959,5
1832,5
3317,1
6112,4
2410,4
1314,4
7955,2
7304,5
2123,1
359,4
3173,3
7693,1
4100,3
5917,3
1973,1
762,4
8852,3
6136,1
4828,1
5011,3
4886,5
3750,5
6032,2
5446,5
1030,2
812,5
681,5
6482,3
3027,3
4310,3
3630,4
3823,1
1218,1
8805,4
2838,1
5831,4
4756,4
7445,4
388,3
2529,5
4071,3
2619,3
634,3
5919,5
739,2
5438,2
5308,4
293,5
4551,4
5763,3
5556,1
4421,2
7289,4
5526,5
4159,4
6616,3
4616,3
1499,2
6100,4
4245,5
5670,5
2839,1
7710,5
2134,1
694,5
8627,3
6350,4
499,4
3642,3
3200,4
7156,1
7829,3
3922,3
2432,5
5478,3
3433,5
8180,4
7550,4
1195,4
8401,2
7328,4
1752,5
5315,2
6732,5
4139,3
2682,1
7532,5
8180,1
8757,4
4557,2
7241,5
3914,2
5840,3
7632,4
4792,2
6827,4
6669,1
8314,4
7622,1
4519,4
6877,4
8901,3
6091,3
8697,3
7880,1
874,2
6337,4
8252,3
3863,2
5361,4
7447,5
7110,5
1124,2
8112,1
7833,4
6459,4
5385,5
6828,1
3745,1
7616,3
5996,2
3787,3
7451,3
5769,2
931,3
3626,1
1518,3
4993,5
6627,5
2725,2
6494,1
8541,2
8663,2
4915,3
7118,3
1177,4
2839,3
3050,3
969,5
3511,3
4448,2
1535,5
6047,4
1414,2
2749,5
4533,3
5469,1
4372,5
6292,2
4780,3
2438,4
3190,1
6862,1
8051,2
2148,2
1723,5
5623,4
2996,3
6000,3
342,2
4131,2
5949,4
6551,3
5475,3
3663,5
4862,4
7989,4
3644,5
8222,4
2257,1
4400,1
2520,4
1066,5
4780,3
2438,4
3190,1
6862,1
8051,2
2148,2
1723,5
5623,4
2996,3
6000,3
342,2
4131,2
5949,4
6551,3
5475,3
3663,5
4862,4
7989,4
3644,5
8222,4
2257,1
4400,1
2520,4
1066,5
6612,3
5849,4
5619,4
4793,1
7991,5
252,1
5882,2
1478,4
8452,1
5796,5
624,2
1174,1
411,1
7301,3
3260,3
2732,2
8496,5
6767,3
811,2
7818,3
1201,3
6445,2
8727,4
8695,3
7799,2
567,5
6569,2
8914,2
7981,2
3804,5
3073,3
3213,2
1183,3
172,5
1779,1
8260,1
2541,1
2231,3
2672,1
3494,3
1607,2
3491,2
4587,4
1128,4
1162,1
7275,2
1614,5
2704,1
1438,5
6812,5
8396,4
3219,3
6914,1
3509,3
6155,4
7086,3
3901,4
3459,2
280,1
8389,5
6138,3
6569,2
697,1
7544,1
1137,3
2552,4
6182,1
4346,1
4098,3
2572,5
4188,2
5472,4
1356,1
1650,3
5708,5
685,2
1438,2
2135,4
4595,1
2904,4
3289,5
5434,3
7413,3
6406,5
5172,4
3953,4
4178,5
619,4
8915,4
2328,1
2571,1
4970,5
909,4
3963,2
2889,3
1652,4
1281,5
2774,4
4933,5
6095,1
5237,4
2162,2
8945,1
8269,2
4877,1
813,5
6053,4
412,1
5307,4
6905,2
6138,3
1872,2
8407,3
6345,4
1929,2
6637,3
1050,3
3418,5
2028,2
456,4
8088,2
4136,5
1502,3
206,1
8392,1
7701,1
4269,3
5303,5
2830,1
2557,2
1797,5
2143,4
2534,2
3548,3
6840,4
6435,2
3289,4
6707,4
174,1
7074,3
4735,2
4177,5
7412,2
2070,1
541,3
6829,4
432,5
4079,4
4241,2
1470,3
6360,5
2572,3
7534,1
3856,5
5578,3
2546,1
5900,5
4584,1
5696,2
3374,4
2649,4
3763,1
7224,5
7312,4
2058,4
5427,3
5470,1
6452,5
4357,2
5541,5
6796,5
5336,3
128,2
4654,1
6168,3
7209,5
879,4
4431,3
1594,3
8766,3
7730,3
8977,5
434,3
3013,4
6941,2
4013,5
1953,1
1861,2
5091,3
2708,3
5447,1
6312,1
7259,4
5032,2
3375,1
50,1
5899,2
1151,4
270,5
6464,3
8556,1
2056,2
3622,1
5058,2
166,5
2207,4
106,2
5915,3
2781,5
8944,1
1011,4
6852,2
539,3
8971,2
8883,4
1588,3
4632,3
129,2
